id,title,context,question,answers
5727af682ca10214002d93bc,North_Carolina,"In Raleigh many tourists visit the Capital, African American Cultural Complex, Contemporary Art Museum of Raleigh, Gregg Museum of Art & Design at NCSU, Haywood Hall House & Gardens, Marbles Kids Museum, North Carolina Museum of Art, North Carolina Museum of History, North Carolina Museum of Natural Sciences, North Carolina Sports Hall of Fame, Raleigh City Museum, J. C. Raulston Arboretum, Joel Lane House, Mordecai House, Montfort Hall, and the Pope House Museum. The Carolina Hurricanes NHL hockey team is also located in the city.",What Hall of Fame is located in Raleigh?,North Carolina Sports Hall of Fame
56d98a32dc89441400fdb525,2008_Summer_Olympics_torch_relay,"In response to the demonstrations, the Chinese government attempted to calm the situation, possibly fearing the protests may spiral out of control as has happened in recent years, including the anti-Japanese protests in 2005. State media and commentaries began to call for calm, such as an editorial in the People's Daily which urged Chinese people to ""express [their] patriotic enthusiasm calmly and rationally, and express patriotic aspiration in an orderly and legal manner"". The government also began to patrol and censor the internet forums such as Sohu.com, with comments related to the Carrefour boycott removed. In the days prior to the planned boycott, evidence of efforts by Chinese authorities to choke the mass boycott's efforts online became even more evident, including barring searches of words related to the French protests, but protests broke out nonetheless in front of Carrefour's stores at Beijing, Changsha, Fuzhou and Shenyang on May 1.",When did protests in front of Carrefour's stores occur in China?,May 1
572a44ebaf94a219006aa917,CBC_Television,"CBC Television stations can be received in many United States communities along the Canadian border over-the-air and have a significant audience in those areas. Such a phenomenon can also take place within Great Lakes communities such as Ashtabula, Ohio, which received programming from the CBC's London, Ontario, transmitter, based upon prevailing atmospheric conditions over Lake Erie. As of September 2010 CBC shut down its analogue transmitter and decided not to replace it with a digital transmitter. As a result, there is now a giant hole in the coverage of CBC in South-Western Ontario. Both CBC - Toronto and CBC - Windsor are both over 100 miles from London, ON and out of range for even the largest antennas[citation needed].",When did CBC shut down its analogue transmitter?,September 2010
5727f2e03acd2414000df092,Gamal_Abdel_Nasser,"The Egyptian singer Umm Kulthum hosted a public celebration for the officers' return despite reservations from the royal government, which had been pressured by the British to prevent the reception. The apparent difference in attitude between the government and the general public increased Nasser's determination to topple the monarchy. Nasser had also felt bitter that his brigade had not been relieved despite the resilience it displayed. He started writing his book Philosophy of the Revolution during the siege.",What book did Nasser start writing?,Philosophy of the Revolution
572807653acd2414000df2a0,European_Central_Bank,"José Manuel González-Páramo, a Spanish member of the Executive Board since June 2004, was due to leave the board in early June 2012 and no replacement had been named as of late May 2012. The Spanish had nominated Barcelona-born Antonio Sáinz de Vicuña, an ECB veteran who heads its legal department, as González-Páramo's replacement as early as January 2012 but alternatives from Luxembourg, Finland, and Slovenia were put forward and no decision made by May. After a long political battle, Luxembourg's Yves Mersch, was appointed as González-Páramo's replacement.",When did González-Páramo take his seat on the Executive Board?,June 2004
572971f23f37b319004783e1,"New_Haven,_Connecticut","New Haven has a long tradition of urban planning and a purposeful design for the city's layout. The city could be argued to have some of the first preconceived layouts in the country. Upon founding, New Haven was laid out in a grid plan of nine square blocks; the central square was left open, in the tradition of many New England towns, as the city green (a commons area). The city also instituted the first public tree planting program in America. As in other cities, many of the elms that gave New Haven the nickname ""Elm City"" perished in the mid-20th century due to Dutch Elm disease, although many have since been replanted. The New Haven Green is currently home to three separate historic churches which speak to the original theocratic nature of the city. The Green remains the social center of the city today. It was named a National Historic Landmark in 1970.",In what year did it became recognize as a landmark?,1970
5726bd6f708984140094cfdc,Pope_Paul_VI,"Between the third and fourth sessions the pope announced reforms in the areas of Roman Curia, revision of Canon Law, regulations for mixed marriages involving several faiths, and birth control issues. He opened the final session of the council, concelebrating with bishops from countries where the Church was persecuted. Several texts proposed for his approval had to be changed. But all texts were finally agreed upon. The Council was concluded on 8 December 1965, the Feast of the Immaculate Conception.","What does the Catholic church considered ""mixed"" in a ""mixed marriage""?",faiths
5725c1c3271a42140099d13a,Bill_%26_Melinda_Gates_Foundation,"The Water, Sanitation and Hygiene (WSH) program of the Gates Foundation was launched in mid-2005 as a ""Learning Initiative,"" and became a full-fledged program under the Global Development Division in early 2010. The Foundation has since 2005 undertaken a wide range of efforts in the WASH sector involving research, experimentation, reflection, advocacy, and field implementation. In 2009, the Foundation decided to refocus its WASH effort mainly on sustainable sanitation services for the poor, using non-piped sanitation services (i.e. without the use of sewers), and less on water supply. This was because the sanitation sector was generally receiving less attention from other donors and from governments, and because the Foundation believed it had the potential to make a real difference through strategic investments.",When did the WSH become a full fledeged program,and became a full-fledged program under the Global Development Division in early 2010
56f9ed16f34c681400b0bef2,High-definition_television,"DVB created first the standard for DVB-S digital satellite TV, DVB-C digital cable TV and DVB-T digital terrestrial TV. These broadcasting systems can be used for both SDTV and HDTV. In the US the Grand Alliance proposed ATSC as the new standard for SDTV and HDTV. Both ATSC and DVB were based on the MPEG-2 standard, although DVB systems may also be used to transmit video using the newer and more efficient H.264/MPEG-4 AVC compression standards. Common for all DVB standards is the use of highly efficient modulation techniques for further reducing bandwidth, and foremost for reducing receiver-hardware and antenna requirements.",Who proposed ATSC as the new standard for SDTV and HDTV?,the Grand Alliance
5731869a497a881900248fac,Muammar_Gaddafi,"In 1989, Gaddafi was overjoyed by the foundation of the Arab Maghreb Union, uniting Libya in an economic pact with Mauritania, Morocco, Tunisia and Algeria, viewing it as beginnings of a new Pan-Arab union. Meanwhile, Libya stepped up its support for anti-western militants such as the Provisional IRA, and in 1988, Pan Am Flight 103 was blown up over Lockerbie in Scotland, killing 243 passengers and 16 crew members, plus 11 people on the ground. British police investigations identified two Libyans – Abdelbaset al-Megrahi and Lamin Khalifah Fhimah – as the chief suspects, and in November 1991 issued a declaration demanding that Libya hand them over. When Gaddafi refused, citing the Montreal Convention, the United Nations (UN) imposed Resolution 748 in March 1992, initiating economic sanctions against Libya which had deep repercussions for the country's economy. The country suffered an estimated $900 million financial loss as a result. Further problems arose with the west when in January 1989, two Libyan warplanes were shot down by the U.S. off the Libyan coast. Many African states opposed the UN sanctions, with Mandela criticising them on a visit to Gaddafi in October 1997, when he praised Libya for its work in fighting apartheid and awarded Gaddafi the Order of Good Hope. They would only be suspended in 1998 when Libya agreed to allow the extradition of the suspects to the Scottish Court in the Netherlands, in a process overseen by Mandela.",How many people not on Pan Am Flight 103 were killed by its destruction?,11
56d4e17f2ccc5a1400d832e5,Beyoncé,"In 2006, Beyoncé introduced her all-female tour band Suga Mama (also the name of a song in B'Day) which includes bassists, drummers, guitarists, horn players, keyboardists and percussionists. Her background singers, The Mamas, consist of Montina Cooper-Donnell, Crystal Collins and Tiffany Moniqué Riddick. They made their debut appearance at the 2006 BET Awards and re-appeared in the music videos for ""Irreplaceable"" and ""Green Light"". The band have supported Beyoncé in most subsequent live performances, including her 2007 concert tour The Beyoncé Experience, 2009–2010 I Am... World Tour and 2013–2014 The Mrs. Carter Show World Tour.",When did The Mamas make their debut?,the 2006 BET Awards
5709d0e84103511400d5945e,Imperial_College_London,"City and Guilds College was founded in 1876 from a meeting of 16 of the City of London's livery companies for the Advancement of Technical Education (CGLI), which aimed to improve the training of craftsmen, technicians, technologists, and engineers. The two main objectives were to create a Central Institution in London and to conduct a system of qualifying examinations in technical subjects. Faced with their continuing inability to find a substantial site, the Companies were eventually persuaded by the Secretary of the Science and Art Department, General Sir John Donnelly (who was also a Royal Engineer) to found their institution on the eighty-seven acre (350,000 m²) site at South Kensington bought by the 1851 Exhibition Commissioners (for GBP 342,500) for 'purposes of art and science' in perpetuity. The latter two colleges were incorporated by Royal Charter into the Imperial College of Science and Technology and the CGLI Central Technical College was renamed the City and Guilds College in 1907, but not incorporated into Imperial College until 1910.",What was the former name of the City and Guilds College?,CGLI Central Technical College
572960a8af94a219006aa353,Planck_constant,"In the last years of the nineteenth century, Planck was investigating the problem of black-body radiation first posed by Kirchhoff some forty years earlier. It is well known that hot objects glow, and that hotter objects glow brighter than cooler ones. The electromagnetic field obeys laws of motion similarly to a mass on a spring, and can come to thermal equilibrium with hot atoms. The hot object in equilibrium with light absorbs just as much light as it emits. If the object is black, meaning it absorbs all the light that hits it, then its thermal light emission is maximized.",Planck studied what problem posed originally by Kirchhoff?,black-body radiation
572671a8dd62a815002e8518,Law_of_the_United_States,"Notably, the most broadly influential innovation of 20th-century American tort law was the rule of strict liability for defective products, which originated with judicial glosses on the law of warranty. In 1963, Roger J. Traynor of the Supreme Court of California threw away legal fictions based on warranties and imposed strict liability for defective products as a matter of public policy in the landmark case of Greenman v. Yuba Power Products. The American Law Institute subsequently adopted a slightly different version of the Greenman rule in Section 402A of the Restatement (Second) of Torts, which was published in 1964 and was very influential throughout the United States. Outside the U.S., the rule was adopted by the European Economic Community in the Product Liability Directive of July 1985 by Australia in July 1992 and by Japan in June 1994.",What was most influential American 20th century tort law?,rule of strict liability for defective products
573173f6497a881900248f13,Indigenous_peoples_of_the_Americas,"The Maya writing system (often called hieroglyphs from a superficial resemblance to the Ancient Egyptian writing) was a combination of phonetic symbols and logograms. It is most often classified as a logographic or (more properly) a logosyllabic writing system, in which syllabic signs play a significant role. It is the only pre-Columbian writing system known to represent completely the spoken language of its community. In total, the script has more than one thousand different glyphs although a few are variations of the same sign or meaning and many appear only rarely or are confined to particular localities. At any one time, no more than about five hundred glyphs were in use, some two hundred of which (including variations) had a phonetic or syllabic interpretation.",What is the Mayan writing system the only known pre-Columbian one to completely represent this?,spoken language of its community
56f88e93a6d7ea1400e17759,Alps,"The first British Mont Blanc ascent was in 1788; the first female ascent in 1819. By the mid-1850s Swiss mountaineers had ascended most of the peaks and were eagerly sought as mountain guides. Edward Whymper reached the top of the Matterhorn in 1865 (after seven attempts), and in 1938 the last of the six great north faces of the Alps was climbed with the first ascent of the Eiger Nordwand (north face of the Eiger).",When had Swiss mountaineers ascended most of the peaks? ,the mid-1850s
56d1cda5e7d4791d009021ef,Buddhism,"Rebirth refers to a process whereby beings go through a succession of lifetimes as one of many possible forms of sentient life, each running from conception to death. The doctrine of anattā (Sanskrit anātman) rejects the concepts of a permanent self or an unchanging, eternal soul, as it is called in Hinduism and Christianity. According to Buddhism there ultimately is no such thing as a self independent from the rest of the universe. Buddhists also refer to themselves as the believers of the anatta doctrine—Nairatmyavadin or Anattavadin. Rebirth in subsequent existences must be understood as the continuation of a dynamic, ever-changing process of pratītyasamutpāda (""dependent arising"") determined by the laws of cause and effect (karma) rather than that of one being, reincarnating from one existence to the next.",The laws of cause and effect can also be called?,karma
5727fd7e2ca10214002d9acb,Northwestern_University,"The undergraduates have a number of traditions: Painting The Rock (originally a fountain donated by the Class of 1902) is a way to advertise, for example, campus organizations, events in Greek life, student groups, and university-wide events. Dance Marathon, a 30-hour philanthropic event, has raised more than 13 million dollars in its history for various children's charities. Primal Scream is held at 9 p.m. on the Sunday before finals week every quarter; students lean out of windows or gather in courtyards and scream. Armadillo Day, or, more popularly, Dillo Day, a day of music and food, is held on Northwestern's Lakefill every Spring on the weekend after Memorial Day. And in one of the University's newer traditions, every year during freshman orientation, known as Wildcat Welcome, freshmen and transfer students pass through Weber Arch to the loud huzzahs of upperclassmen and the music of the University Marching Band.",When is Armadillo Day held every year?,on the weekend after Memorial Day
5726acd3708984140094cd8f,Gothic_architecture,"At the completion of the west front in 1140, Abbot Suger moved on to the reconstruction of the eastern end, leaving the Carolingian nave in use. He designed a choir that would be suffused with light. To achieve his aims, his masons drew on the several new features which evolved or had been introduced to Romanesque architecture, the pointed arch, the ribbed vault, the ambulatory with radiating chapels, the clustered columns supporting ribs springing in different directions and the flying buttresses which enabled the insertion of large clerestory windows.",When was the west front of Saint Denis completed?,in 1140
5726b7f6708984140094ceef,"Raleigh,_North_Carolina","The Duke Energy Center for the Performing Arts complex houses the Raleigh Memorial Auditorium, the Fletcher Opera Theater, the Kennedy Theatre, and the Meymandi Concert Hall. In 2008, a new theatre space, the Meymandi Theatre at the Murphey School, was opened in the restored auditorium of the historic Murphey School. Theater performances are also offered at the Raleigh Little Theatre, Long View Center, Ira David Wood III Pullen Park Theatre, and Stewart and Thompson Theaters at North Carolina State University.",When did the Meymandi Theater open?,2008
5727e3c24b864d1900163f58,Oklahoma,"More than 12,000 miles (19,000 km) of roads make up the state's major highway skeleton, including state-operated highways, ten turnpikes or major toll roads, and the longest drivable stretch of Route 66 in the nation. In 2008, Interstate 44 in Oklahoma City was Oklahoma's busiest highway, with a daily traffic volume of 123,300 cars. In 2010, the state had the nation's third highest number of bridges classified as structurally deficient, with nearly 5,212 bridges in disrepair, including 235 National Highway System Bridges.",How many national highway bridges in Oklahoma were found to be deficient in 2010?,235
57267a28f1498d1400e8e104,Cotton,"Though known since antiquity the commercial growing of cotton in Egypt only started in 1820's, following a Frenchman, by the name of M. Jumel, propositioning the then ruler, Mohamed Ali Pasha, that he could earn a substantial income by growing an extra-long staple Maho (Barbadence) cotton, in Lower Egypt, for the French market. Mohamed Ali Pasha accepted the proposition and granted himself the monopoly on the sale and export of cotton in Egypt; and later dictated cotton should be grown in preference to other crops. By the time of the American Civil war annual exports had reached $16 million (120,000 bales), which rose to $56 million by 1864, primarily due to the loss of the Confederate supply on the world market. Exports continued to grow even after the reintroduction of US cotton, produced now by a paid workforce, and Egyptian exports reached 1.2 million bales a year by 1903.",When did cotton begin to be commercially grown in Egypt?,"1820's,"
56daf725e7c41114004b4bc9,American_Idol,"In the first three seasons, the semi-finalists were split into different groups to perform individually in their respective night. In season one, there were three groups of ten, with the top three contestants from each group making the finals. In seasons two and three, there were four groups of eight, and the top two of each selected. These seasons also featured a wildcard round, where contestants who failed to qualify were given another chance. In season one, only one wildcard contestant was chosen by the judges, giving a total of ten finalists. In seasons two and three, each of the three judges championed one contestant with the public advancing a fourth into the finals, making 12 finalists in all.",When did the wildcard round become a factor?,season one
570c24bcec8fbc190045bc93,Federal_Bureau_of_Investigation,"The Criminal Justice Information Services (CJIS) Division, is located in Clarksburg, West Virginia. Organized beginning in 1991, the office opened in 1995 as the youngest agency division. The complex is the length of three football fields. It provides a main repository for information in various data systems. Under the roof of the CJIS are the programs for the National Crime Information Center (NCIC), Uniform Crime Reporting (UCR), Fingerprint Identification, Integrated Automated Fingerprint Identification System (IAFIS), NCIC 2000, and the National Incident-Based Reporting System (NIBRS). Many state and local agencies use these data systems as a source for their own investigations and contribute to the database using secure communications. FBI provides these tools of sophisticated identification and information services to local, state, federal, and international law enforcement agencies.",When was the CJIS created?,1991
572a0b606aef051400155200,Serbo-Croatian,"The topic of language for writers from Dalmatia and Dubrovnik prior to the 19th century made a distinction only between speakers of Italian or Slavic, since those were the two main groups that inhabited Dalmatian city-states at that time. Whether someone spoke Croatian or Serbian was not an important distinction then, as the two languages were not distinguished by most speakers. This has been used as an argument to state that Croatian literature Croatian per se, but also includes Serbian and other languages that are part of Serbo-Croatian, These facts undermine the Croatian language proponents' argument that modern-day Croatian is based on a language called Old Croatian.","Prior to the 19th century, why was it irrelevant whether a person spoke Croatian or Serbian?",two languages were not distinguished by most speakers
572eda97c246551400ce472e,Spanish_language_in_the_United_States,"The state (like its southwestern neighbors) has had close linguistic and cultural ties with Mexico. The state outside the Gadsden Purchase of 1853 was part of the New Mexico Territory until 1863, when the western half was made into the Arizona Territory. The area of the former Gadsden Purchase contained a majority of Spanish-speakers until the 1940s, although the Tucson area had a higher ratio of anglophones (including Mexican Americans who were fluent in English); the continuous arrival of Mexican settlers increases the number of Spanish-speakers.",Has some states like Arizona embraced their Mexican history?,The state (like its southwestern neighbors) has had close linguistic and cultural ties with Mexico
56e0a24e7aa994140058e67e,Russian_Soviet_Federative_Socialist_Republic,"In 1943, Karachay Autonomous Oblast was dissolved by Joseph Stalin, when the Karachays were exiled to Central Asia for their alleged collaboration with the Germans and territory was incorporated into the Georgian SSR.",Why were the Karachays exiled?,alleged collaboration with the Germans
570fca635ab6b81900390ff7,Dell,"On August 17, 2007, Dell Inc. announced that after an internal investigation into its accounting practices it would restate and reduce earnings from 2003 through to the first quarter of 2007 by a total amount of between $50 million and $150 million, or 2 cents to 7 cents per share. The investigation, begun in November 2006, resulted from concerns raised by the U.S. Securities and Exchange Commission over some documents and information that Dell Inc. had submitted. It was alleged that Dell had not disclosed large exclusivity payments received from Intel for agreeing not to buy processors from rival manufacturer AMD. In 2010 Dell finally paid $100 million to settle the SEC's charges of fraud. Michael Dell and other executives also paid penalties and suffered other sanctions, without admitting or denying the charges.",What year did Dell's internal investigation begin?,2006
57295b78af94a219006aa313,Palermo,"During 734 BC the Phoenicians, a sea trading people from the north of ancient Canaan, built a small settlement on the natural harbor of Palermo. Some sources suggest they named the settlement ""Ziz."" It became one of the three main Phoenician colonies of Sicily, along with Motya and Soluntum. However, the remains of the Phoenician presence in the city are few and mostly preserved in the very populated center of the downtown area, making any excavation efforts costly and logistically difficult. The site chosen by the Phoenicians made it easy to connect the port to the mountains with a straight road that today has become Corso Calatifimi. This road helped the Phoenicians in trading with the populations that lived beyond the mountains that surround the gulf.",Why cant artifacts from the Phoenicians be easily excavated?,remains of the Phoenician presence in the city are few and mostly preserved in the very populated center of the downtown area
570d48a6fed7b91900d45e02,United_States_Army,"The United States joined World War II in December 1941 after the Japanese attack on Pearl Harbor. On the European front, U.S. Army troops formed a significant portion of the forces that captured North Africa and Sicily, and later fought in Italy. On D-Day, June 6, 1944, and in the subsequent liberation of Europe and defeat of Nazi Germany, millions of U.S. Army troops played a central role. In the Pacific War, U.S. Army soldiers participated alongside the United States Marine Corps in capturing the Pacific Islands from Japanese control. Following the Axis surrenders in May (Germany) and August (Japan) of 1945, army troops were deployed to Japan and Germany to occupy the two defeated nations. Two years after World War II, the Army Air Forces separated from the army to become the United States Air Force in September 1947 after decades of attempting to separate. Also, in 1948, the army was desegregated by order of President Harry S. Truman.",What war lead to the capture of the Pacific Islands by the U.S.?,Pacific War
56f8c7b29b226e1400dd0fc0,Gene,"Alleles at a locus may be dominant or recessive; dominant alleles give rise to their corresponding phenotypes when paired with any other allele for the same trait, whereas recessive alleles give rise to their corresponding phenotype only when paired with another copy of the same allele. For example, if the allele specifying tall stems in pea plants is dominant over the allele specifying short stems, then pea plants that inherit one tall allele from one parent and one short allele from the other parent will also have tall stems. Mendel's work demonstrated that alleles assort independently in the production of gametes, or germ cells, ensuring variation in the next generation. Although Mendelian inheritance remains a good model for many traits determined by single genes (including a number of well-known genetic disorders) it does not include the physical processes of DNA replication and cell division.",When do alleles assort independently?,in the production of gametes
56f906719b226e1400dd1259,Near_East,"A large percentage of experts on the modern Middle East began their training in university departments named for the Near East. Similarly the journals associated with these fields of expertise include the words Near East or Near Eastern. The meaning of Near East in these numerous establishments and publications is Middle East. Expertise on the modern Middle East is almost never mixed or confused with studies of the Ancient Near East, although often ""Ancient Near East"" is abbreviated to ""Near East"" without any implication of modern times. For example, ""Near Eastern Languages"" in the ancient sense includes such languages as Sumerian and Akkadian. In the modern sense, it is likely to mean any or all of the Arabic languages.",What includes such languages as Sumerian and Akkadian?,Near Eastern Languages
57312c7b05b4da19006bce41,Indigenous_peoples_of_the_Americas,"Many pre-Columbian civilizations established characteristics and hallmarks which included permanent or urban settlements, agriculture, civic and monumental architecture, and complex societal hierarchies. Some of these civilizations had long faded by the time of the first significant European and African arrivals (ca. late 15th–early 16th centuries), and are known only through oral history and through archaeological investigations. Others were contemporary with this period, and are also known from historical accounts of the time. A few, such as the Mayan, Olmec, Mixtec, and Nahua peoples, had their own written records. However, the European colonists of the time worked to eliminate non-Christian beliefs, and Christian pyres destroyed many pre-Columbian written records. Only a few documents remained hidden and survived, leaving contemporary historians with glimpses of ancient culture and knowledge.",What had long faded prior to the first European and African arrivals?,Some of these civilizations
5732ab8ed6dcfa19001e8a6d,Police,"Michel Foucault claims that the contemporary concept of police as a paid and funded functionary of the state was developed by German and French legal scholars and practitioners in Public administration and Statistics in the 17th and early 18th centuries, most notably with Nicolas Delamare's Traité de la Police (""Treatise on the Police""), first published in 1705. The German Polizeiwissenschaft (Science of Police) first theorized by Philipp von Hörnigk a 17th-century Austrian Political economist and civil servant and much more famously by Johann Heinrich Gottlob Justi who produced an important theoretical work known as Cameral science on the formulation of police. Foucault cites Magdalene Humpert author of Bibliographie der Kameralwissenschaften (1937) in which the author makes note of a substantial bibliography was produced of over 4000 pieces of the practice of Polizeiwissenschaft however, this maybe a mistranslation of Foucault's own work the actual source of Magdalene Humpert states over 14,000 items were produced from the 16th century dates ranging from 1520-1850.",When was the 'Treatise on the Police' published?,1705
56db2c84e7c41114004b4ea9,2008_Summer_Olympics_torch_relay," Tanzania: Dar es Salaam was the torch's only stop in Africa, on April 13. The relay began at the grand terminal of the TAZARA Railway, which was China's largest foreign aid project of the 1970s, and continued for 5 km through the old city to the Benjamin Mkapa National Stadium in Temeke, which was built with Chinese aid in 2005. The torch was lit by Vice-President Ali Mohamed Shein. About a thousand people followed the relay, waving the Olympic flag. The only noted instance of protest was Nobel Peace Prize laureate Wangari Maathai's withdrawal from the list of torchbearers, in protest against human rights abuses in Tibet.",Where did the relay terminate in Africa?,Benjamin Mkapa National Stadium
56fb72beb28b3419009f1d37,Middle_Ages,"Charlemagne planned to continue the Frankish tradition of dividing his kingdom between all his heirs, but was unable to do so as only one son, Louis the Pious (r. 814–840), was still alive by 813. Just before Charlemagne died in 814, he crowned Louis as his successor. Louis's reign of 26 years was marked by numerous divisions of the empire among his sons and, after 829, civil wars between various alliances of father and sons over the control of various parts of the empire. Eventually, Louis recognised his eldest son Lothair I (d. 855) as emperor and gave him Italy. Louis divided the rest of the empire between Lothair and Charles the Bald (d. 877), his youngest son. Lothair took East Francia, comprising both banks of the Rhine and eastwards, leaving Charles West Francia with the empire to the west of the Rhineland and the Alps. Louis the German (d. 876), the middle child, who had been rebellious to the last, was allowed to keep Bavaria under the suzerainty of his elder brother. The division was disputed. Pepin II of Aquitaine (d. after 864), the emperor's grandson, rebelled in a contest for Aquitaine, while Louis the German tried to annex all of East Francia. Louis the Pious died in 840, with the empire still in chaos.",How long did Louis the Pious reign?,26 years
5724e4370ba9f01400d97ba0,Queen_Victoria,"Internationally, Victoria took a keen interest in the improvement of relations between France and Britain. She made and hosted several visits between the British royal family and the House of Orleans, who were related by marriage through the Coburgs. In 1843 and 1845, she and Albert stayed with King Louis Philippe I at château d'Eu in Normandy; she was the first British or English monarch to visit a French one since the meeting of Henry VIII of England and Francis I of France on the Field of the Cloth of Gold in 1520. When Louis Philippe made a reciprocal trip in 1844, he became the first French king to visit a British sovereign. Louis Philippe was deposed in the revolutions of 1848, and fled to exile in England. At the height of a revolutionary scare in the United Kingdom in April 1848, Victoria and her family left London for the greater safety of Osborne House, a private estate on the Isle of Wight that they had purchased in 1845 and redeveloped. Demonstrations by Chartists and Irish nationalists failed to attract widespread support, and the scare died down without any major disturbances. Victoria's first visit to Ireland in 1849 was a public relations success, but it had no lasting impact or effect on the growth of Irish nationalism.",What happened to Louis Philippe after the revolution in France? ,fled to exile in England
57268a73708984140094c963,Marvel_Comics,"In 1996, Marvel had some of its titles participate in ""Heroes Reborn"", a crossover that allowed Marvel to relaunch some of its flagship characters such as the Avengers and the Fantastic Four, and outsource them to the studios of two of the former Marvel artists turned Image Comics founders, Jim Lee and Rob Liefeld. The relaunched titles, which saw the characters transported to a parallel universe with a history distinct from the mainstream Marvel Universe, were a solid success amidst a generally struggling industry, but Marvel discontinued the experiment after a one-year run and returned the characters to the Marvel Universe proper. In 1998, the company launched the imprint Marvel Knights, taking place within Marvel continuity; helmed by soon-to-become editor-in-chief Joe Quesada, it featured tough, gritty stories showcasing such characters as the Inhumans, Black Panther and Daredevil.",How was the setting for the Image versions of Marvel characters different from the official comics?,a parallel universe with a history distinct from the mainstream
5727b2d43acd2414000dea0f,North_Carolina,"North Carolina has rich traditions in art, music, and cuisine. The nonprofit arts and culture industry generates $1.2 billion in direct economic activity in North Carolina, supporting more than 43,600 full-time equivalent jobs and generating $119 million in revenue for local governments and the state of North Carolina. North Carolina established the North Carolina Museum of Art as the first major museum collection in the country to be formed by state legislation and funding and continues to bring millions into the NC economy. Also see this list of museums in North Carolina.",How much money does the North Carolina Museum of art generate?,millions
56d443ef2ccc5a1400d830df,Beyoncé,"Beyoncé attended St. Mary's Elementary School in Fredericksburg, Texas, where she enrolled in dance classes. Her singing talent was discovered when dance instructor Darlette Johnson began humming a song and she finished it, able to hit the high-pitched notes. Beyoncé's interest in music and performing continued after winning a school talent show at age seven, singing John Lennon's ""Imagine"" to beat 15/16-year-olds. In fall of 1990, Beyoncé enrolled in Parker Elementary School, a music magnet school in Houston, where she would perform with the school's choir. She also attended the High School for the Performing and Visual Arts and later Alief Elsik High School. Beyoncé was also a member of the choir at St. John's United Methodist Church as a soloist for two years.",What choir did Beyoncé sing in for two years?,St. John's United Methodist Church
573028d9a23a5019007fcebb,San_Diego,"In July 2013, three former supporters of Mayor Bob Filner asked him to resign because of allegations of repeated sexual harassment. Over the ensuing six weeks, 18 women came forward to publicly claim that Filner had sexually harassed them, and multiple individuals and groups called for him to resign. On August 19 Filner and city representatives entered a mediation process, as a result of which Filner agreed to resign, effective August 30, 2013, while the city agreed to limit his legal and financial exposure. Filner subsequently pleaded guilty to one felony count of false imprisonment and two misdemeanor battery charges, and was sentenced to house arrest and probation.",Why was Mayor Bob Filner asked to resign?,allegations of repeated sexual harassment
57267186708984140094c637,Mexico_City,"Zapatist forces, which were based in neighboring Morelos had strengths in the southern edge of the Federal District, which included Xochimilco, Tlalpan, Tláhuac and Milpa Alta to fight against the regimes of Victoriano Huerta and Venustiano Carranza. After the assassination of Carranza and a short mandate by Adolfo de la Huerta, Álvaro Obregón took power. After willing to be re-elected, he was killed by José de León Toral, a devout Catholic, in a restaurant near La Bombilla Park in San Ángel in 1928. Plutarco Elias Calles replaced Obregón and culminated the Mexican Revolution.",When was Alvaro Obregon killed? ,1928
56f88e93a6d7ea1400e1775b,Alps,"The first British Mont Blanc ascent was in 1788; the first female ascent in 1819. By the mid-1850s Swiss mountaineers had ascended most of the peaks and were eagerly sought as mountain guides. Edward Whymper reached the top of the Matterhorn in 1865 (after seven attempts), and in 1938 the last of the six great north faces of the Alps was climbed with the first ascent of the Eiger Nordwand (north face of the Eiger).",When were the last of the six great north faces of the Alps climbed? ,1938
5730846a069b53140083214a,Translation,"One of the first recorded instances of translation in the West was the rendering of the Old Testament into Greek in the 3rd century BCE. The translation is known as the ""Septuagint"", a name that refers to the seventy translators (seventy-two, in some versions) who were commissioned to translate the Bible at Alexandria, Egypt. Each translator worked in solitary confinement in his own cell, and according to legend all seventy versions proved identical. The Septuagint became the source text for later translations into many languages, including Latin, Coptic, Armenian and Georgian.",How did each translator of the Bible work in Alexandria?,in solitary confinement
5734453aacc1501500babd5c,"Tucson,_Arizona","Tucson's Sun Tran bus system serves greater Tucson with standard, express, regional shuttle, and on-demand shuttle bus service. It was awarded Best Transit System in 1988 and 2005. A 3.9-mile streetcar line, Sun Link, connects the University of Arizona campus with 4th Avenue, downtown, and the Mercado District west of Interstate 10 and the Santa Cruz River. Ten-minute headway passenger service began July 25, 2014. The streetcar utilizes Sun Tran's card payment and transfer system, connecting with the University of Arizona's CatTran shuttles, Amtrak, and Greyhound intercity bus service.",When did Tucson get a 'Best Transit System' award?,1988 and 2005
